"ZZ Top","Beer Drinkers And Hell Raisers","Em7,E,D,A5,A6,B5,B6,Em7,Em7,E,D,A5,A6,A5,A6,Em7,B5,B6,B5,B6,A5,A6,A5,A6,Em7"
"Rise Against","Hero Of War","E,G#m,A,E,A,E,B,E,G#m,A,E,A,E,B,C#m,A,E,B,C#m,A,E,B,E,G#m,A,E,A,E,B,E,G#m,A,E,A,E,B,C#m,A,E,B,C#m,A,E,B,E,G#m,A,E,A,E,B,E,G#m,A,E,A,E,B,C#m,A,E,B,C#m,A,E,B,E,G#m,A,E"
"Lady Gaga","Poker Face","G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,D/F#,Em,C,G,D/F#,Em,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,D/F#,Em,C,G,D/F#,Em,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G"
"Jimi Hendrix","All Along The Watchtower","Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,G#,A#,Cm"
"Johnny Cash","Folsom Prison Blues","E,E7,A,E,B7,E,E,E7,A,E,B7,E,E,E7,A,E,B7,E,E,E7,A,E,B7,E"
"Etta James","At Last","A7,D,Bm,Em7,A9,Em7,D,Bm7,Em7,A7,D,Bm7,Em7,Gdim,A7,D,Bm,Gdim,A9,A7,D,Bm,Em7,A9,Em7,D,Bm7,Em7,A7,D,Bm7,Em7,Gdim,A7,D,Gm,Gdim,D,A7,D7,G7,Gdim,D6,C,Bm6,Fdim,F#m,Bm6,Dm6,E7,A6,D,Bm7,Cdim,A,Em7,A7,A7,D,Bm,Em7,A9,Em7,D,Bm7,Em7,A7,D,Bm7,Em7,Gdim,A7,D,Bm,Em,Gdim,A7"
"Paolo Nutini","Candy","Am,Em,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,C,G,C,G,C,Em,C,G,C,Em,C,G,C,Em"
"Miley Cyrus","Butterfly Fly Away","Cadd9,Em7,Asus4,Em7,Cadd9,Em7,Asus4,Em7,Cadd9,Em7,Asus4,Em7,Cadd9,Em7,Asus4,Em7,Cadd9,Em7,Asus4,Em7,Cadd9,Em7,Asus4,Em7,Cadd9,Em7,Asus4,Em7,Cadd9,Em7,Asus4,Em7,Cadd9,Em7,Asus4,Em7,G,Cadd9,Em7,Asus4,D5,Asus4,Cadd9,G,Cadd9,Em7,Asus4,D5,Asus4,Cadd9,Cadd9"
"Van Morrison","Brown Eyed Girl","G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D"
"Taylor Swift","You Belong With Me","G,G,D,Am,C,G,D,Am,C,Am,C,G,D,Am,C,D,G,D,Am,C,G,G,D,Am,C,G,D,Am,C,Am,C,G,D,Am,C,D,G,D,Am,C,G,D,Am,C,G,D,Am,C,Am,C,G,D,Am,C,G,D,G,D,Am,C,G,D,Am,C,G,D,Am,C,G"
"Goo Goo Dolls","Iris","G,Asus,Cadd9,G,Asus,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,G,Asus,Cadd9,G,Asus,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,G,Asus,Cadd9,G,Asus,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,G,Asus,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,G,Asus,Cadd9,Em,D,Cadd9,Em,D,Cadd9,Em,D,Cadd9,Em,D,Cadd9,Em,D,Cadd9"
"Jesus Culture","Your Love Never Fails","Em,C,G,D,Em,C,G,D,Em,C,G,D,C,Em,D,C,Em,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,Em,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,Em,D"
"Green Day","21 Guns","Dm,F,Bb,C,A,C5,F5,D5,Bb5,E5,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,Bb5,F5,C5,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,Bb5,F5,C5,Dm,Bb,F,C,Dm,Bb,F,A,Dm,Bb,F,A,Bb,C,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,Bb5,F5,E5,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,Bb5,F5,C5"
"Green Day","21 Guns","Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,F,Dm,C,Bb,F,C,F,Dm,C,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,F,Dm,C,Bb,F,C,F,Dm,C,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,A,Dm,Bb,F,A,Bb,C,F,Dm,C,Bb,F,C,Bb,F,A,F,Dm,C,Bb,F,C,F,Dm,C,Bb,F,C,Bb,F,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,F,Dm,C,Bb,F,C,F,Dm,C,Bb,F,C,F,Dm,C,Bb,F,C,F,Dm,C,Bb,F,C,Bb,F,C"
"Linkin Park","New Divide","Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,C,A,Em,G,D,A,Em,G,D,G,D,Em,G,D,A,C,D,D,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,C,A,Em,G,D,A,Em,G,D,G,D,Em,Em,G,D,A,Em,G,D,A,C,A,Em,G,D,A,Em,G,D,G,D,Em,G,D,A,C,D,D,Em,G,D,A,Em,G,D,A,Em,G,D,A"
"Metallica","Nothing Else Matters","Em,Em,Am,C,D,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,C,A,D,C,A,D,C,A,D,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,C,A,D,C,A,D,C,A,D,Em,Em,Em,Em,Em,Am,Am,Am,Am,C,C,D,D,Em,Em,Em,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,C,A,D,C,A,D,C,A,D,C,A,D,C,A,D,Em,Em,Em,D,C,Em,Em,D,C,Em,Em,D,C,G,B7,Em,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em"
"The Black Eyed Peas","I Gotta Feeling","G,C,Em,C,G,C,Em,C,G,Gsus4,G,C,Csus2,Em,Em7,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,Gsus4,Csus2,Em7,G,Gsus4,G,C,Csus2,Em,Em7,C"
"Bon Iver","Skinny Love","Am,C,Am,C,Am,C,G,Am,Am,C,Am,C,Am,C,G,Am,Am,C,Am,C,Am,C,G,Am,C,G,F,C,G,F,C,G,F,C,G,F,Am,C,Am,C,Am,C,G,Am,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,Am,C,Am,C,Am,C,G,Am"
"Adele","Make You Feel My Love","G,D/F#,F,C,Cm,A7,D7,Am7,Baug,B7,Em,G7,A7sus4,G,D/F#,F,C,Cm,G,A7,D7,G,G,D/F#,F,C,Cm,G,A7,D7,G,G,D/F#,F,C,Cm,G,A7,D7,G,Am7,C,C,G,Baug,C,G,Am7,C,G,A7,D7,G,D/F#,F,C,Cm,G,A7,D7,G,G,D/F#,F,C,Cm,G,A7,D7,G,Am7,C,C,G,Baug,C,G,Am7,C,G,A7,D7,G,D/F#,F,C,Cm,G,A7,D7,G,B7,Em,G7,A7,D7,A7sus4,G"
"Matisyahu","One Day","C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C"
"Nirvana","The Man Who Sold The World","D#,G#,C#,F#,A#,D#,A,Dm,A,F,C,A,Dm,C,F,Bb,F,C,F,Bb,A,A,Dm,A,F,C,A,Dm,C,F,Bb,F,C,F,Bb,A,C,F,Bb,F,C,F,Bb,A"
"Bryan Adams","Summer Of 69","D,A,D,A,D,A,D,A,Bm,A,D,G,Bm,A,D,G,Bm,A,D,A,D,A,D,A,Bm,A,D,G,Bm,A,D,G,Bm,A,D,A,D,A,F,Bb,C,Bb,F,Bb,C,D,A,D,A,D,A,D,A,Bm,A,D,G,Bm,A,D,G,Bm,A,D,A,D,A"
"The Beatles","Yesterday","F,Em7,A7,Dm,Dm7,Bb,C,C7,F,C,Dm7,G7,Bb,F,F,Em7,A7,Dm,Dm7,Bb,C,C7,F,C,Dm7,G7,Bb,F,A7add11,A7,Dm,C,Bb,Dm,C,C7,F,A7add11,A7,Dm,C,Bb,Dm,C,C7,F,F,Em7,A7,Dm,Dm7,Bb,C,C7,F,C,Dm7,G7,Bb,F,A7add11,A7,Dm,C,Bb,Dm,C,C7,F,A7add11,A7,Dm,C,Bb,Dm,C,C7,F,F,Em7,A7,Dm,Dm7,Bb,C,C7,F,C,Dm7,G7,Bb,F,Dm,G7,Bb,F"
"The Cranberries","Zombie","Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#"
"David Crowder*Band","How He Loves","C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C"
"Owl City","Fireflies","C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,Am,C,G,Am,C,G,Am,F,C,Am,G,Am,F,C,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,Am,C,G,Am,C,G,Am,F,C,Am,G,Am,F,C,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,Am,C,G,Am,C,G,Am,F,C,Am,G,Am,F,C,G,Am,C,G,Am,C,G,Am,F,C,Am,G,Am,F,C,G,Am,C,G,Am,C,G,Am,F,C,Am,G,Am,F,C,G"
"Owl City","Fireflies","G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,F,C,G,F,C,Em,F,F,C,F,G,Am,F,C,D,G,C,F,G,C,F,G,C,F,G,C,F,F,Am,G,F,C,Em,F,F,C,F,G,Am,F,C,G,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,F,Am,G,F,C,Em,F,F,C,F,G,Am,F,C,D,F,F,Am,G,F,C,Em,F,F,C,F,G,Am,F,C,G,F,F,Am,G,F,C,Em,F,F,C,F,G,Am,F,C,G"
"Amy Winehouse","You Know Im No Good","Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Am,E7,Am"
"Arctic Monkeys","Cornerstone","A,A,D,Bm,A,D,Bm,F#m,A,F#m,A,D,Bm,A,F#m,A,F#m,A,D,Bm,A,D,Bm,F#m,A,F#m,A,D,Bm,A,F#m,A,F#m,E,D,Bm,F#m,D,Bm,E,A,D,E,A,D,Bm,A,D,Bm,F#m,A,F#m,A,D,Bm,C#m,A,C#m,A,C#m,F#m,Bm,E,E6,D,Bm,F#m,D,Bm,Dm,A,D,Bm,A,D,Bm,F#m,Bm,D,E,A,D,Bm,A,D,Bm,F#m,A,F#m,A,D,Bm,A"
"OutKast","Hey Ya","G,C,C,D,Em,G,C,C,D,Em,G,C,C,D,Em,G,C,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,C,D,Em,G,C,C,D,Em,G,C,C,D,Em,G,C,C,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,C,D,Em,G,C,C,C,D,Em,G,C,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em"
"Simon & Garfunkel","The Sound Of Silence","Am,Am,G,G,Am,Am,F,C,C,F,C,C,F,F,F,C,C,Am,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,C,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,C,G,Am"
"Lady Antebellum","Need You Now","F,Am,F,Am,F,Am,F,Am,F,F,C,Em,C,Em,F,F,F,Am,F,Am,F,Am,F,Am,F,F,C,Em,C,Em,F,F,Am,C,Em,F,Gsus,G,F,Am,G,C,Em,C,Em,F,F,C,Em,C,Em,C,Em,C,Em,C"
"Boys Like Girls","Two Is Better Than One","C,Am,F,G,C,C,Am,F,G,C,F,G,F,G,F,G,Am,G,F,Am,G,C,C,Am,F,G,C,C,Am,F,G,C,F,G,F,G,F,G,Am,G,F,Am,G,F,G,G,C,Am,F,G,F,G,F,G,Am,G,F,F,G,F,G,Am,G,F,Am,G,C,Am,G,C"
"Train","Hey Soul Sister","E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,B,E,B,C#m,A,E,B,C#m,A,B,A,B,E,B,A,B,E,B,A,B,E,B,A,B,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,B,E,B,C#m,A,E,B,C#m,A,B,A,B,E,B,A,B,E,B,A,B,E,B,A,B,E,B,C#m,A,E,B,C#m,A,B,A,B,E,B,A,B,E,B,A,B,E,B,A,B,E,B,A,B,E,B,A,B,E,B,C#m,A,B,E,B,C#m,A,B,E"
"Miley Cyrus","When I Look At You","Dm,F,C,A#,Dm,F,C,A#,Dm,F,C,A#,Dm,F,C,A#,Am,A#,F,C,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,Dm,F,C,A#,Dm,F,C,A#,Am,A#,F,C,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,A#,C,Dm,F,A#,C,Dm,F,A#,C,Dm,F,C,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,A#,C,A#"
"Green Day","Boulevard Of Broken Dreams","Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,B7,B7,B7,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,B7,Em,C,D,C#,G,D#"
"Foo Fighters","Everlong","Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,D,A,D,A,D,B5,G5,D5,B5,G5,D5,B5,G5,D5,A5,G5,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,D,A,D,A,D,B5,G5,D5,B5,G5,D5,B5,G5,D5,A5,G5,Dmaj7,Bsus2,Gsus2,Bsus2,D,D,D,D,B5,G5,D5,B5,G5,D5,B5,G5,D5,A5,G5"
"Mumford & Sons","Little Lion Man","Am,C,Am,C,Am,C,G,F,Fmaj7,C,G,F,Fmaj7,C,Am,F,C,Am,F,C,Am,F,C,G,Am,Am,C,Am,C,Am,C,Am,C,G,F,Fmaj7,C,G,F,Fmaj7,C,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,Am,F,C,Am,F,C,G,Am,Am,C,Am,C,G,C,F,Am,C,Am,F,C,Am,F,C,G,Am,C"
"Paramore","The Only Exception","G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,Am,G,D,Am,G,D,Am,G,D,Am,G,D,C,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,F,C,G,F,C,G"
"Kansas","Dust In The Wind","C,G,Am,G,Dm,Am,C,G,Am,G,Dm,Am,D,G,Am,D,G,Am,C,G,Am,G,Dm,Am,C,G,Am,G,Dm,Am,D,G,Am,D,G,Am,C,G,Am,G,Dm,Am,C,G,Am,G,Dm,Am,D,G,Am,D,G,Am,D,G,Am,D,G,Am"
"Kings of Leon","Use Somebody","C,Em,F,Am,C,Em,F,C,Em,F,Am,C,F,F,F,C,Em,F,F,C,Em,F,F,Am,C,F,F,Am,C,F,C,Em,F,F,C,Em,F,F,Am,C,F,F,Am,C,F,C,Em,F,F,C,Em,F,F,C,Em,F,F,Am,C,F,F,Am,C,F,C,Em,F,F,C,Em,F,F,C,Em,F,F,Am,C,F,F,Am,C,F,C,Em,F,C,Em,F,Am,C,F,Am,C,F,Am,C,F,C,Em,F"
"Ronan Keating","When You Say Nothing At All","G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,D,E,B,A9,B,A,B,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,D,Cadd9,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D"
"OneRepublic","Secrets","D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G"
"Train","Hey Soul Sister","C,G,Am,F,C,G,Am,F,C,G,Am,F,G,C,G,Am,F,C,G,Am,F,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,G,C,G,Am,F,C,G,Am,F,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,C,G,Am,F,C,G,Am,F,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,F,G,C,G,F,G,C,G,Am,F,G,C,G,Am,F,G,C"
"The Beatles","Yesterday","C,C,Bm7,E7,Am,G,F,G,C,Am,D7,F,C,C,Bm7,E7,Am,G,F,G,C,Am,D7,F,C,E,E7,Am,G,F,Am,Dm6,G7,C,E,E7,Am,G,F,Am,Dm6,G7,C,C,Bm7,E7,Am,G,F,G,C,Am,D7,F,C,E,E7,Am,G,F,Am,Dm6,G7,C,E,E7,Am,G,F,Am,Dm6,G7,C,C,Bm7,E7,Am,G,F,G,C,Am,D7,F,C,Am,D7,F,C"
"P!nk","Dear Mr President","G,D,Em,D,G,D,Em,D,G,D,Em,D,C,Am7,G,D,C,Am7,G,D,C,Am7,Em,D,C,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,Em,D,C,G,G,D,Em,D,G,D,Em,D,G,D,Em,D,C,Am7,G,D,C,Am7,G,D,C,Am7,G,D,Em,A,G,D,Am,C,G,D,Am,C,G,D,Am,C,Em,D,C,Em,G,Am,C,Em,G,Am,C,Em,G,Am,C,Em,G,Am,C,Em,G,C,C,G,D,Am,C,Em,G,Am,C,G,G,D,Em,D"
"John Mayer","Half Of My Heart","Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,C,F,C,Dm,Bb,F,C,Dm,Bb,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,C,F,C,Dm,Bb,F,C,Dm,Bb,F,Am7,Cm7,Gm,F,Am7,Cm7,Gm,Bb,C,Bb,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Dm"
"Mariah Carey","All I Want For Christmas Is You","G,C,Cm/Eb,G,B7,Em,Cm,G,E7,Am7,D7,G,Em,C,D,G,C,Cm/Eb,G,G,C,Cm,G,B7,Em,Cm,G,E7,Am7,D7,G,Em,C,D,G,C,Cm/Eb,G,C,Cm,G,B7,Em,Cm,G,E7,Am7,D7,G,Em,C,D,B7,Em,B7,Em,Cm,G,E7,Am7,C,G,C,Cm,G,B7,Em,Cm,G,E7,Am7,D7,G,Em,C,D,G,Em,C,D"
"He Is We","I Wouldnt Mind","Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,C,Am,G,F,C,Am,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G,F,C,Am,G"
"Chris Tomlin","Our God","Em,C,G,Em,C,G,Am,D,Em,C,G,Em,C,G,Am,D,Em,C,G,D,Em,C,G,D,Em,C,G,Em,C,G,Am,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D"
"Justin Bieber","Baby","C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C"
"Amanda Seyfried","Little House","Em,C,Em,C,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,C,D,G,Em,C,D,G,G,Em,G,Em,G,Em,C,D,G,Em,C,D,G,C,D,G,Em,C,D,G,Em,C,G,D,Em,C,G,D,C,D,C,D,C,D"
"Edward Sharpe and the Magnetic Zeros","Home","Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Em,D,A,Em,D,A,Em,D,G,Bm,A,Em,G,A,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Em,D,A,Em,D,A,Em,D,G,Bm,A,Em,G,A,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,G,Bm,D,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G"
